,inflow(t-2),precipitation(t-2),temp_1(t-2),temp_2(t-2),humidity(t-2),wind(t-2),solar(t-2),inflow(t-1),precipitation(t-1),temp_1(t-1),temp_2(t-1),humidity(t-1),wind(t-1),solar(t-1),inflow(t),precipitation(t),temp_1(t),temp_2(t),humidity(t),wind(t),solar(t)
11366,3.8,0,5.5,-8.1,52.9,0.8,5.7,4,0.7,1.6,-7.1,57.9,1.4,8.1,4.2,0,0.5,-12,60.8,0.4,4.9
11367,4,0.7,1.6,-7.1,57.9,1.4,8.1,4.2,0,0.5,-12,60.8,0.4,4.9,4.3,0.3,0.4,-8.7,76.5,0.4,0
11368,4.2,0,0.5,-12,60.8,0.4,4.9,4.3,0.3,0.4,-8.7,76.5,0.4,0,4.8,0,4.7,-8.3,69.9,0.7,5.7
11369,4.3,0.3,0.4,-8.7,76.5,0.4,0,4.8,0,4.7,-8.3,69.9,0.7,5.7,5,0,5.5,-10.5,59.3,0.3,7.6
11370,4.8,0,4.7,-8.3,69.9,0.7,5.7,5,0,5.5,-10.5,59.3,0.3,7.6,0.1,0.5,7.5,-3.4,67.6,0.5,4.6
11371,5,0,5.5,-10.5,59.3,0.3,7.6,0.1,0.5,7.5,-3.4,67.6,0.5,4.6,5.4,0,8.7,-7,61.6,0.5,9.5
11372,0.1,0.5,7.5,-3.4,67.6,0.5,4.6,5.4,0,8.7,-7,61.6,0.5,9.5,6.2,0,9.3,-7.6,59.5,0.6,9
11373,5.4,0,8.7,-7,61.6,0.5,9.5,6.2,0,9.3,-7.6,59.5,0.6,9,6,0,11,-6.1,58.3,1.5,9.6
11374,6.2,0,9.3,-7.6,59.5,0.6,9,6,0,11,-6.1,58.3,1.5,9.6,1,0,13,-4.4,59.3,0.5,9.7
11375,6,0,11,-6.1,58.3,1.5,9.6,1,0,13,-4.4,59.3,0.5,9.7,6.4,0,14.9,-5.7,57.3,0.5,9.7
11376,1,0,13,-4.4,59.3,0.5,9.7,6.4,0,14.9,-5.7,57.3,0.5,9.7,1.3,0,14.2,-4.7,57.5,0.5,9.7
11377,6.4,0,14.9,-5.7,57.3,0.5,9.7,1.3,0,14.2,-4.7,57.5,0.5,9.7,7.1,0,12.5,-3.9,64.1,1.4,8.1
11378,1.3,0,14.2,-4.7,57.5,0.5,9.7,7.1,0,12.5,-3.9,64.1,1.4,8.1,12.6,0,10.2,-2.8,52.8,0.9,8.5
11379,7.1,0,12.5,-3.9,64.1,1.4,8.1,12.6,0,10.2,-2.8,52.8,0.9,8.5,4.2,0,13.4,-5.5,46.8,0.6,9
11380,12.6,0,10.2,-2.8,52.8,0.9,8.5,4.2,0,13.4,-5.5,46.8,0.6,9,40.1,32.5,4.6,0.5,84.5,1.5,0
11381,4.2,0,13.4,-5.5,46.8,0.6,9,40.1,32.5,4.6,0.5,84.5,1.5,0,2.8,0.5,4.1,0.5,79.9,1.9,0
11382,40.1,32.5,4.6,0.5,84.5,1.5,0,2.8,0.5,4.1,0.5,79.9,1.9,0,13.3,3.5,4.2,-2.5,86,0.4,0.3
11383,2.8,0.5,4.1,0.5,79.9,1.9,0,13.3,3.5,4.2,-2.5,86,0.4,0.3,8.7,0,2.5,-6.1,55.9,1.7,9.5
11384,13.3,3.5,4.2,-2.5,86,0.4,0.3,8.7,0,2.5,-6.1,55.9,1.7,9.5,8.5,0,4.1,-8.5,57,0.7,10
11385,8.7,0,2.5,-6.1,55.9,1.7,9.5,8.5,0,4.1,-8.5,57,0.7,10,3.6,0,6.9,-7.3,58.3,0.7,10.3
11386,8.5,0,4.1,-8.5,57,0.7,10,3.6,0,6.9,-7.3,58.3,0.7,10.3,9.3,0,7.6,-5.6,64.9,0.9,3.9
11387,3.6,0,6.9,-7.3,58.3,0.7,10.3,9.3,0,7.6,-5.6,64.9,0.9,3.9,4.3,0,9.7,-2.9,65.9,1.1,5.3
11388,9.3,0,7.6,-5.6,64.9,0.9,3.9,4.3,0,9.7,-2.9,65.9,1.1,5.3,4.5,0,7.6,-3.5,56.4,1.5,9.6
11389,4.3,0,9.7,-2.9,65.9,1.1,5.3,4.5,0,7.6,-3.5,56.4,1.5,9.6,5.1,0,7.2,-6,50.9,1.9,7.2
11390,4.5,0,7.6,-3.5,56.4,1.5,9.6,5.1,0,7.2,-6,50.9,1.9,7.2,5.5,0,5.6,-6,36.8,1.8,9.7
11391,5.1,0,7.2,-6,50.9,1.9,7.2,5.5,0,5.6,-6,36.8,1.8,9.7,5.7,0,6.4,-6.9,60.5,1.3,7.5
11392,5.5,0,5.6,-6,36.8,1.8,9.7,5.7,0,6.4,-6.9,60.5,1.3,7.5,5.9,0,10.5,-5.2,51.6,1.4,10.1
11393,5.7,0,6.4,-6.9,60.5,1.3,7.5,5.9,0,10.5,-5.2,51.6,1.4,10.1,11.5,0,14,-4.6,50.8,1.2,9.7
11394,5.9,0,10.5,-5.2,51.6,1.4,10.1,11.5,0,14,-4.6,50.8,1.2,9.7,11.5,0,17,1.4,58.4,0.8,5.8
11395,11.5,0,14,-4.6,50.8,1.2,9.7,11.5,0,17,1.4,58.4,0.8,5.8,16.8,0,12.6,4.6,68.4,1.2,0
11396,11.5,0,17,1.4,58.4,0.8,5.8,16.8,0,12.6,4.6,68.4,1.2,0,16.7,0,8.2,-1.6,41.9,2.9,7.6
11397,16.8,0,12.6,4.6,68.4,1.2,0,16.7,0,8.2,-1.6,41.9,2.9,7.6,22.1,0,4.9,-5.1,31,2.3,9.9
11398,16.7,0,8.2,-1.6,41.9,2.9,7.6,22.1,0,4.9,-5.1,31,2.3,9.9,17.5,0,8.7,-7.2,45.1,1,10.9
11399,22.1,0,4.9,-5.1,31,2.3,9.9,17.5,0,8.7,-7.2,45.1,1,10.9,1.7,0,13.2,-5.4,41.9,1.2,9.9
11400,17.5,0,8.7,-7.2,45.1,1,10.9,1.7,0,13.2,-5.4,41.9,1.2,9.9,17.7,0.2,15.6,3.5,46.4,1.6,7.5
11401,1.7,0,13.2,-5.4,41.9,1.2,9.9,17.7,0.2,15.6,3.5,46.4,1.6,7.5,18.2,6,10.2,2.3,75.9,0.6,2.8
11402,17.7,0.2,15.6,3.5,46.4,1.6,7.5,18.2,6,10.2,2.3,75.9,0.6,2.8,13.5,0,15.1,1.9,53.1,1.4,7.1
11403,18.2,6,10.2,2.3,75.9,0.6,2.8,13.5,0,15.1,1.9,53.1,1.4,7.1,13.6,0,8.8,-1.4,32.8,2,9
11404,13.5,0,15.1,1.9,53.1,1.4,7.1,13.6,0,8.8,-1.4,32.8,2,9,19,0,9,-6.5,41.6,1.8,11.1
11405,13.6,0,8.8,-1.4,32.8,2,9,19,0,9,-6.5,41.6,1.8,11.1,14.6,0.5,9.2,-3.5,57.8,1.5,6.7
11406,19,0,9,-6.5,41.6,1.8,11.1,14.6,0.5,9.2,-3.5,57.8,1.5,6.7,15,0,7.6,-2.6,50.1,1.5,8.3
11407,14.6,0.5,9.2,-3.5,57.8,1.5,6.7,15,0,7.6,-2.6,50.1,1.5,8.3,9,0,10.2,-5.9,47,1.1,11.3
11408,15,0,7.6,-2.6,50.1,1.5,8.3,9,0,10.2,-5.9,47,1.1,11.3,15.6,0,10.2,-4.3,54.1,1.3,7.7
11409,9,0,10.2,-5.9,47,1.1,11.3,15.6,0,10.2,-4.3,54.1,1.3,7.7,6.5,2.5,8.5,0.6,82.5,0.9,1.5
11410,15.6,0,10.2,-4.3,54.1,1.3,7.7,6.5,2.5,8.5,0.6,82.5,0.9,1.5,11.1,0,9.4,-0.3,73.9,1.1,2
11411,6.5,2.5,8.5,0.6,82.5,0.9,1.5,11.1,0,9.4,-0.3,73.9,1.1,2,11.6,0,15.4,-3.5,61,1.1,10.5
11412,11.1,0,9.4,-0.3,73.9,1.1,2,11.6,0,15.4,-3.5,61,1.1,10.5,21.2,0,19.1,-1.9,53,0.9,10
11413,11.6,0,15.4,-3.5,61,1.1,10.5,21.2,0,19.1,-1.9,53,0.9,10,12.7,0,17.5,-1,42.8,1.6,9.7
11414,21.2,0,19.1,-1.9,53,0.9,10,12.7,0,17.5,-1,42.8,1.6,9.7,13.2,0,13.4,1.8,54.6,0.8,0
11415,12.7,0,17.5,-1,42.8,1.6,9.7,13.2,0,13.4,1.8,54.6,0.8,0,22.3,0,16.9,-0.1,47.6,1.1,11.6
11416,13.2,0,13.4,1.8,54.6,0.8,0,22.3,0,16.9,-0.1,47.6,1.1,11.6,22.1,0,17.6,0.9,54.4,0.7,10.7
11417,22.3,0,16.9,-0.1,47.6,1.1,11.6,22.1,0,17.6,0.9,54.4,0.7,10.7,22.2,0,19.6,0.4,45.4,0.9,11.3
11418,22.1,0,17.6,0.9,54.4,0.7,10.7,22.2,0,19.6,0.4,45.4,0.9,11.3,22.3,0,18.1,-1,42,1.3,6.1
11419,22.2,0,19.6,0.4,45.4,0.9,11.3,22.3,0,18.1,-1,42,1.3,6.1,26.9,7.5,11.6,7.7,89.1,0.7,0
11420,22.3,0,18.1,-1,42,1.3,6.1,26.9,7.5,11.6,7.7,89.1,0.7,0,36.7,0,18.1,6.3,58.4,1.2,7.6
11421,26.9,7.5,11.6,7.7,89.1,0.7,0,36.7,0,18.1,6.3,58.4,1.2,7.6,44.1,0,18.5,1.7,47.6,1.6,10.4
11422,36.7,0,18.1,6.3,58.4,1.2,7.6,44.1,0,18.5,1.7,47.6,1.6,10.4,41.6,2.5,17.8,2.8,63,1.4,2.3
11423,44.1,0,18.5,1.7,47.6,1.6,10.4,41.6,2.5,17.8,2.8,63,1.4,2.3,36.9,0,16.2,3.1,49.9,1.2,9.9
11424,41.6,2.5,17.8,2.8,63,1.4,2.3,36.9,0,16.2,3.1,49.9,1.2,9.9,32.5,0,18.3,-1.2,38.5,1.7,11.9
11425,36.9,0,16.2,3.1,49.9,1.2,9.9,32.5,0,18.3,-1.2,38.5,1.7,11.9,37.3,0,19.9,0,41,1.5,11.2
11426,32.5,0,18.3,-1.2,38.5,1.7,11.9,37.3,0,19.9,0,41,1.5,11.2,24,0,21.3,2.7,37.9,1.2,9.3
11427,37.3,0,19.9,0,41,1.5,11.2,24,0,21.3,2.7,37.9,1.2,9.3,19.8,0,20.5,9.9,65.3,1.6,1.1
11428,24,0,21.3,2.7,37.9,1.2,9.3,19.8,0,20.5,9.9,65.3,1.6,1.1,28.3,0,20.5,4.1,38,1,12.2
11429,19.8,0,20.5,9.9,65.3,1.6,1.1,28.3,0,20.5,4.1,38,1,12.2,27.7,0,21.5,1.7,46.4,1.3,10.7
11430,28.3,0,20.5,4.1,38,1,12.2,27.7,0,21.5,1.7,46.4,1.3,10.7,37.8,4.5,11.5,1.5,79.6,1.2,0.1
11431,27.7,0,21.5,1.7,46.4,1.3,10.7,37.8,4.5,11.5,1.5,79.6,1.2,0.1,36.5,0,16.5,0.2,56,1.2,10.8
11432,37.8,4.5,11.5,1.5,79.6,1.2,0.1,36.5,0,16.5,0.2,56,1.2,10.8,31.9,0,18.1,1.8,49.8,1.7,11
11433,36.5,0,16.5,0.2,56,1.2,10.8,31.9,0,18.1,1.8,49.8,1.7,11,45.3,0,19.2,4.4,45.5,0.8,3.8
11434,31.9,0,18.1,1.8,49.8,1.7,11,45.3,0,19.2,4.4,45.5,0.8,3.8,54,19,11.8,6.5,83,1.6,0
11435,45.3,0,19.2,4.4,45.5,0.8,3.8,54,19,11.8,6.5,83,1.6,0,75.7,0,14.2,4.8,55.1,2.1,6.3
11436,54,19,11.8,6.5,83,1.6,0,75.7,0,14.2,4.8,55.1,2.1,6.3,67.2,2.5,14.5,3.3,55.8,2.5,6.8
11437,75.7,0,14.2,4.8,55.1,2.1,6.3,67.2,2.5,14.5,3.3,55.8,2.5,6.8,54.1,0.1,17.7,4,53.8,2.5,6.7
11438,67.2,2.5,14.5,3.3,55.8,2.5,6.8,54.1,0.1,17.7,4,53.8,2.5,6.7,54.3,6.5,12.2,8.4,84.5,0.6,0
11439,54.1,0.1,17.7,4,53.8,2.5,6.7,54.3,6.5,12.2,8.4,84.5,0.6,0,62.8,3.5,11.1,7.4,86.4,1.1,0
11440,54.3,6.5,12.2,8.4,84.5,0.6,0,62.8,3.5,11.1,7.4,86.4,1.1,0,97,5.5,14.3,5.6,66.8,1,2.3
11441,62.8,3.5,11.1,7.4,86.4,1.1,0,97,5.5,14.3,5.6,66.8,1,2.3,101.5,0.5,16.5,1.8,65.9,0.6,1.9
11442,97,5.5,14.3,5.6,66.8,1,2.3,101.5,0.5,16.5,1.8,65.9,0.6,1.9,217.9,64.5,15.1,9.4,94.5,0.8,0
11443,101.5,0.5,16.5,1.8,65.9,0.6,1.9,217.9,64.5,15.1,9.4,94.5,0.8,0,825,0,18.5,10.8,62.9,2.1,6.5
11444,217.9,64.5,15.1,9.4,94.5,0.8,0,825,0,18.5,10.8,62.9,2.1,6.5,307.2,0,22.5,7.3,56.8,1.1,9.5
11445,825,0,18.5,10.8,62.9,2.1,6.5,307.2,0,22.5,7.3,56.8,1.1,9.5,180.6,0,22.3,8.1,51.1,1.5,10.6
11446,307.2,0,22.5,7.3,56.8,1.1,9.5,180.6,0,22.3,8.1,51.1,1.5,10.6,116.6,0,21.7,6.4,56.1,0.5,4.9
11447,180.6,0,22.3,8.1,51.1,1.5,10.6,116.6,0,21.7,6.4,56.1,0.5,4.9,93.8,0,23.8,8,51.6,1.6,11.5
11448,116.6,0,21.7,6.4,56.1,0.5,4.9,93.8,0,23.8,8,51.6,1.6,11.5,66.2,4.5,18.3,10.6,74.6,0.9,0.2
11449,93.8,0,23.8,8,51.6,1.6,11.5,66.2,4.5,18.3,10.6,74.6,0.9,0.2,70.8,3.5,23.5,12.3,59.9,1.9,9.7
11450,66.2,4.5,18.3,10.6,74.6,0.9,0.2,70.8,3.5,23.5,12.3,59.9,1.9,9.7,66.2,0,27,7.9,52.4,0.7,12
11451,70.8,3.5,23.5,12.3,59.9,1.9,9.7,66.2,0,27,7.9,52.4,0.7,12,66.5,35,20.9,13.8,82.9,0.9,0
11452,66.2,0,27,7.9,52.4,0.7,12,66.5,35,20.9,13.8,82.9,0.9,0,509.7,32.5,18.6,13.9,88.9,1,0
11453,66.5,35,20.9,13.8,82.9,0.9,0,509.7,32.5,18.6,13.9,88.9,1,0,356.1,14,19.2,13.4,80.1,1.7,0.1
11454,509.7,32.5,18.6,13.9,88.9,1,0,356.1,14,19.2,13.4,80.1,1.7,0.1,300.8,0,20.4,12.5,67.1,1.5,0.5
11455,356.1,14,19.2,13.4,80.1,1.7,0.1,300.8,0,20.4,12.5,67.1,1.5,0.5,195.8,0,21.7,7.6,47.9,2.6,12
11456,300.8,0,20.4,12.5,67.1,1.5,0.5,195.8,0,21.7,7.6,47.9,2.6,12,143.1,0,24.6,8.2,38.8,2.1,12.2
11457,195.8,0,21.7,7.6,47.9,2.6,12,143.1,0,24.6,8.2,38.8,2.1,12.2,100.7,0,25.5,8,51.9,1.8,9.2
11458,143.1,0,24.6,8.2,38.8,2.1,12.2,100.7,0,25.5,8,51.9,1.8,9.2,83.7,0,22.5,9.9,54.6,1.6,7.7
11459,100.7,0,25.5,8,51.9,1.8,9.2,83.7,0,22.5,9.9,54.6,1.6,7.7,74.5,0,23.9,7.1,51.8,1,11.6
11460,83.7,0,22.5,9.9,54.6,1.6,7.7,74.5,0,23.9,7.1,51.8,1,11.6,43.4,0,25.2,8.6,55.8,0.9,7.2
11461,74.5,0,23.9,7.1,51.8,1,11.6,43.4,0,25.2,8.6,55.8,0.9,7.2,52,0,24.1,14.5,62,1.1,1.6
11462,43.4,0,25.2,8.6,55.8,0.9,7.2,52,0,24.1,14.5,62,1.1,1.6,52.2,10,20.7,17.4,85.3,1.3,0
11463,52,0,24.1,14.5,62,1.1,1.6,52.2,10,20.7,17.4,85.3,1.3,0,53.9,7.5,17.6,11.5,90.8,0.7,0
11464,52.2,10,20.7,17.4,85.3,1.3,0,53.9,7.5,17.6,11.5,90.8,0.7,0,52.9,0,23.6,9.7,68,0.8,7
11465,53.9,7.5,17.6,11.5,90.8,0.7,0,52.9,0,23.6,9.7,68,0.8,7,44.8,0,25.8,11.8,63.8,0.8,6.2
11466,52.9,0,23.6,9.7,68,0.8,7,44.8,0,25.8,11.8,63.8,0.8,6.2,34.6,0,29.6,9.4,55.5,0.7,11.5
11467,44.8,0,25.8,11.8,63.8,0.8,6.2,34.6,0,29.6,9.4,55.5,0.7,11.5,33.4,0,28.3,11.8,61,0.8,4.7
11468,34.6,0,29.6,9.4,55.5,0.7,11.5,33.4,0,28.3,11.8,61,0.8,4.7,27.3,0,22.4,14,64.6,1,0.9
11469,33.4,0,28.3,11.8,61,0.8,4.7,27.3,0,22.4,14,64.6,1,0.9,27,0,24.5,11.6,69.3,1,5.8
11470,27.3,0,22.4,14,64.6,1,0.9,27,0,24.5,11.6,69.3,1,5.8,21.9,0,28.4,12.5,63.4,0.9,8.7
11471,27,0,24.5,11.6,69.3,1,5.8,21.9,0,28.4,12.5,63.4,0.9,8.7,19.5,0,28.8,13.8,50.8,1.7,11.3
11472,21.9,0,28.4,12.5,63.4,0.9,8.7,19.5,0,28.8,13.8,50.8,1.7,11.3,16.7,0,27.5,13.5,52.6,1.2,6.4
11473,19.5,0,28.8,13.8,50.8,1.7,11.3,16.7,0,27.5,13.5,52.6,1.2,6.4,19.1,12.5,21.8,15.1,79.5,0.8,1.9
11474,16.7,0,27.5,13.5,52.6,1.2,6.4,19.1,12.5,21.8,15.1,79.5,0.8,1.9,40,20.5,21.9,14.1,82.9,0.9,2
11475,19.1,12.5,21.8,15.1,79.5,0.8,1.9,40,20.5,21.9,14.1,82.9,0.9,2,36.2,0,26,14.5,72.5,0.8,8.5
11476,40,20.5,21.9,14.1,82.9,0.9,2,36.2,0,26,14.5,72.5,0.8,8.5,24.5,0,25.1,14.3,65.3,1.4,8
11477,36.2,0,26,14.5,72.5,0.8,8.5,24.5,0,25.1,14.3,65.3,1.4,8,18,0,26,17.3,60.5,2.2,10
11478,24.5,0,25.1,14.3,65.3,1.4,8,18,0,26,17.3,60.5,2.2,10,22.2,0,28.7,14.3,64.3,1.2,10
11479,18,0,26,17.3,60.5,2.2,10,22.2,0,28.7,14.3,64.3,1.2,10,14.4,0,29.1,14.3,60.3,1.2,11.2
11480,22.2,0,28.7,14.3,64.3,1.2,10,14.4,0,29.1,14.3,60.3,1.2,11.2,18.6,0,26.7,13.5,60.5,0.8,6
11481,14.4,0,29.1,14.3,60.3,1.2,11.2,18.6,0,26.7,13.5,60.5,0.8,6,14.6,3.5,27.9,15.5,62.8,1.4,8.2
11482,18.6,0,26.7,13.5,60.5,0.8,6,14.6,3.5,27.9,15.5,62.8,1.4,8.2,15.1,0.1,25.9,15.4,76.4,1,5.8
11483,14.6,3.5,27.9,15.5,62.8,1.4,8.2,15.1,0.1,25.9,15.4,76.4,1,5.8,11.2,0,24.4,15.8,78.4,0.6,0.8
11484,15.1,0.1,25.9,15.4,76.4,1,5.8,11.2,0,24.4,15.8,78.4,0.6,0.8,15.4,0,31,15.5,62.6,0.9,12.2
11485,11.2,0,24.4,15.8,78.4,0.6,0.8,15.4,0,31,15.5,62.6,0.9,12.2,11.8,2,30.1,16.8,65.8,1,7
11486,15.4,0,31,15.5,62.6,0.9,12.2,11.8,2,30.1,16.8,65.8,1,7,16.2,0,27.8,17.6,70.8,1.1,7.4
11487,11.8,2,30.1,16.8,65.8,1,7,16.2,0,27.8,17.6,70.8,1.1,7.4,9,0,30.5,15.9,60.8,0.9,12.1
11488,16.2,0,27.8,17.6,70.8,1.1,7.4,9,0,30.5,15.9,60.8,0.9,12.1,16.6,0,31.3,16.6,58.1,1.2,10
11489,9,0,30.5,15.9,60.8,0.9,12.1,16.6,0,31.3,16.6,58.1,1.2,10,8.8,0,32.3,18.5,52.3,1.4,11.2
11490,16.6,0,31.3,16.6,58.1,1.2,10,8.8,0,32.3,18.5,52.3,1.4,11.2,9.3,0,31.1,17.9,50.4,1.1,7.6
11491,8.8,0,32.3,18.5,52.3,1.4,11.2,9.3,0,31.1,17.9,50.4,1.1,7.6,5.6,0,30.4,18.5,54.3,0.9,11.9
11492,9.3,0,31.1,17.9,50.4,1.1,7.6,5.6,0,30.4,18.5,54.3,0.9,11.9,5.9,0,33.3,18.1,56.8,1,13
11493,5.6,0,30.4,18.5,54.3,0.9,11.9,5.9,0,33.3,18.1,56.8,1,13,6.2,0,34.2,18.4,53.1,1.4,12.9
11494,5.9,0,33.3,18.1,56.8,1,13,6.2,0,34.2,18.4,53.1,1.4,12.9,6.7,0,31.7,18.9,58.4,1.7,12.6
11495,6.2,0,34.2,18.4,53.1,1.4,12.9,6.7,0,31.7,18.9,58.4,1.7,12.6,7,8,25.8,18,86.6,0.5,0.6
11496,6.7,0,31.7,18.9,58.4,1.7,12.6,7,8,25.8,18,86.6,0.5,0.6,65,82,24.7,22.5,92.4,0.9,0
11497,7,8,25.8,18,86.6,0.5,0.6,65,82,24.7,22.5,92.4,0.9,0,466,18,23.1,17.1,86.9,1.2,0
11498,65,82,24.7,22.5,92.4,0.9,0,466,18,23.1,17.1,86.9,1.2,0,410.6,49.5,18.5,16.7,91,1.6,0
11499,466,18,23.1,17.1,86.9,1.2,0,410.6,49.5,18.5,16.7,91,1.6,0,1053.4,43,18.9,17.1,84,2,0
11500,410.6,49.5,18.5,16.7,91,1.6,0,1053.4,43,18.9,17.1,84,2,0,746.6,15,21.1,16.5,90.5,1.4,0
11501,1053.4,43,18.9,17.1,84,2,0,746.6,15,21.1,16.5,90.5,1.4,0,372.9,0,29.6,18.1,73.9,1.1,10.5
11502,746.6,15,21.1,16.5,90.5,1.4,0,372.9,0,29.6,18.1,73.9,1.1,10.5,1357.9,148.5,22.5,20.2,100,1.1,0
11503,372.9,0,29.6,18.1,73.9,1.1,10.5,1357.9,148.5,22.5,20.2,100,1.1,0,1604.7,69.5,27.4,20.9,92.5,0.9,1.5
11504,1357.9,148.5,22.5,20.2,100,1.1,0,1604.7,69.5,27.4,20.9,92.5,0.9,1.5,767.2,0,28.9,21.7,84.6,0.9,0.8
11505,1604.7,69.5,27.4,20.9,92.5,0.9,1.5,767.2,0,28.9,21.7,84.6,0.9,0.8,345.9,0,29.4,22.6,85.4,0.9,1.1
11506,767.2,0,28.9,21.7,84.6,0.9,0.8,345.9,0,29.4,22.6,85.4,0.9,1.1,734.8,72,24.9,22.5,99.9,0.7,0
11507,345.9,0,29.4,22.6,85.4,0.9,1.1,734.8,72,24.9,22.5,99.9,0.7,0,957.5,0,29.2,21.9,78.4,1.7,10.3
11508,734.8,72,24.9,22.5,99.9,0.7,0,957.5,0,29.2,21.9,78.4,1.7,10.3,376.8,0,29.5,19.4,79.9,1.3,7.2
11509,957.5,0,29.2,21.9,78.4,1.7,10.3,376.8,0,29.5,19.4,79.9,1.3,7.2,218.3,0,30.2,18.6,77.1,1,5.7
11510,376.8,0,29.5,19.4,79.9,1.3,7.2,218.3,0,30.2,18.6,77.1,1,5.7,212.4,29.5,23.7,21.5,94.8,0.8,0
11511,218.3,0,30.2,18.6,77.1,1,5.7,212.4,29.5,23.7,21.5,94.8,0.8,0,428.3,17.5,26.3,21.6,85.8,1.4,0.2
11512,212.4,29.5,23.7,21.5,94.8,0.8,0,428.3,17.5,26.3,21.6,85.8,1.4,0.2,1169.8,30.5,27,20.7,89.3,0.9,1.1
11513,428.3,17.5,26.3,21.6,85.8,1.4,0.2,1169.8,30.5,27,20.7,89.3,0.9,1.1,549,1.5,27.4,21.9,85.5,1.4,0.6
11514,1169.8,30.5,27,20.7,89.3,0.9,1.1,549,1.5,27.4,21.9,85.5,1.4,0.6,349,28,22.5,21,95.9,0.6,0
11515,549,1.5,27.4,21.9,85.5,1.4,0.6,349,28,22.5,21,95.9,0.6,0,604.4,35,23.5,20.8,97.3,0.5,0
11516,349,28,22.5,21,95.9,0.6,0,604.4,35,23.5,20.8,97.3,0.5,0,668.1,23.5,25.7,22.1,92.3,0.8,0
11517,604.4,35,23.5,20.8,97.3,0.5,0,668.1,23.5,25.7,22.1,92.3,0.8,0,754.3,73.5,24.8,22.9,97,0.9,0
11518,668.1,23.5,25.7,22.1,92.3,0.8,0,754.3,73.5,24.8,22.9,97,0.9,0,1019.3,16.5,27.2,22.6,93.9,1,0
11519,754.3,73.5,24.8,22.9,97,0.9,0,1019.3,16.5,27.2,22.6,93.9,1,0,807.7,23,27.5,22.7,93.8,0.8,0.3
11520,1019.3,16.5,27.2,22.6,93.9,1,0,807.7,23,27.5,22.7,93.8,0.8,0.3,718,4.5,29.9,22.7,87.8,0.9,1.3
11521,807.7,23,27.5,22.7,93.8,0.8,0.3,718,4.5,29.9,22.7,87.8,0.9,1.3,424.1,0,33.1,23.3,71.6,2,9.4
11522,718,4.5,29.9,22.7,87.8,0.9,1.3,424.1,0,33.1,23.3,71.6,2,9.4,271.6,0,29.5,22.6,69.6,1.9,4.4
11523,424.1,0,33.1,23.3,71.6,2,9.4,271.6,0,29.5,22.6,69.6,1.9,4.4,233.7,0,30.8,21.8,62.6,2.5,12.9
11524,271.6,0,29.5,22.6,69.6,1.9,4.4,233.7,0,30.8,21.8,62.6,2.5,12.9,174.2,0,29.9,19.1,62.5,2,12.7
11525,233.7,0,30.8,21.8,62.6,2.5,12.9,174.2,0,29.9,19.1,62.5,2,12.7,115.2,0,27.6,16.9,72.4,1.4,2.6
11526,174.2,0,29.9,19.1,62.5,2,12.7,115.2,0,27.6,16.9,72.4,1.4,2.6,102.3,2,30.1,22.5,83,0.9,2.2
11527,115.2,0,27.6,16.9,72.4,1.4,2.6,102.3,2,30.1,22.5,83,0.9,2.2,109.7,2,28.6,22.6,83.3,1.2,0.7
11528,102.3,2,30.1,22.5,83,0.9,2.2,109.7,2,28.6,22.6,83.3,1.2,0.7,97.6,2.5,27,21.9,87,0.8,0.8
11529,109.7,2,28.6,22.6,83.3,1.2,0.7,97.6,2.5,27,21.9,87,0.8,0.8,196.2,164.5,30,22.3,88.6,1.2,1.7
11530,97.6,2.5,27,21.9,87,0.8,0.8,196.2,164.5,30,22.3,88.6,1.2,1.7,3042.2,262.5,25,21.8,96.1,1.3,0
11531,196.2,164.5,30,22.3,88.6,1.2,1.7,3042.2,262.5,25,21.8,96.1,1.3,0,2460.4,74.5,26.1,22.1,98.3,1.4,0
11532,3042.2,262.5,25,21.8,96.1,1.3,0,2460.4,74.5,26.1,22.1,98.3,1.4,0,1329.6,54,31,23.7,87.9,0.9,4.6
11533,2460.4,74.5,26.1,22.1,98.3,1.4,0,1329.6,54,31,23.7,87.9,0.9,4.6,669.9,0,31.5,23.9,85,0.8,2.1
11534,1329.6,54,31,23.7,87.9,0.9,4.6,669.9,0,31.5,23.9,85,0.8,2.1,470.9,15.5,26.3,22.4,95.8,0.8,0
11535,669.9,0,31.5,23.9,85,0.8,2.1,470.9,15.5,26.3,22.4,95.8,0.8,0,362.2,18,26.2,22.2,96,1.4,0
11536,470.9,15.5,26.3,22.4,95.8,0.8,0,362.2,18,26.2,22.2,96,1.4,0,172.9,7.5,27,22.5,93.5,1.5,0.2
11537,362.2,18,26.2,22.2,96,1.4,0,172.9,7.5,27,22.5,93.5,1.5,0.2,136.1,29,27.4,21.4,92.3,1,1.2
11538,172.9,7.5,27,22.5,93.5,1.5,0.2,136.1,29,27.4,21.4,92.3,1,1.2,393.6,0.5,27.1,22.8,93.4,0.5,0
11539,136.1,29,27.4,21.4,92.3,1,1.2,393.6,0.5,27.1,22.8,93.4,0.5,0,279.6,0,33.7,22.8,78.6,1,8
11540,393.6,0.5,27.1,22.8,93.4,0.5,0,279.6,0,33.7,22.8,78.6,1,8,207.6,23,32.2,23.6,85.9,1.5,2.4
11541,279.6,0,33.7,22.8,78.6,1,8,207.6,23,32.2,23.6,85.9,1.5,2.4,183.7,0,33.3,22.9,75.9,1.9,6.1
