,inflow(t-2),precipitation(t-2),temp_1(t-2),temp_2(t-2),humidity(t-2),wind(t-2),solar(t-2),inflow(t-1),precipitation(t-1),temp_1(t-1),temp_2(t-1),humidity(t-1),wind(t-1),solar(t-1),inflow(t),precipitation(t),temp_1(t),temp_2(t),humidity(t),wind(t),solar(t)
11542,207.6,23,32.2,23.6,85.9,1.5,2.4,183.7,0,33.3,22.9,75.9,1.9,6.1,156.3,21.5,28.8,24.2,82.3,2.5,0
11543,183.7,0,33.3,22.9,75.9,1.9,6.1,156.3,21.5,28.8,24.2,82.3,2.5,0,126.1,0.3,27.5,24.8,78.8,2.6,0.9
11544,156.3,21.5,28.8,24.2,82.3,2.5,0,126.1,0.3,27.5,24.8,78.8,2.6,0.9,98.4,0,30.3,24,78.1,2.1,6.7
11545,126.1,0.3,27.5,24.8,78.8,2.6,0.9,98.4,0,30.3,24,78.1,2.1,6.7,72.2,0,31.8,23.6,76.8,1.5,7.6
11546,98.4,0,30.3,24,78.1,2.1,6.7,72.2,0,31.8,23.6,76.8,1.5,7.6,74.8,6.5,28.5,24.4,90.3,0.8,0.1
11547,72.2,0,31.8,23.6,76.8,1.5,7.6,74.8,6.5,28.5,24.4,90.3,0.8,0.1,75.5,9.5,28,23.7,92.9,0.6,0.5
11548,74.8,6.5,28.5,24.4,90.3,0.8,0.1,75.5,9.5,28,23.7,92.9,0.6,0.5,82.1,13,30.1,23.6,91,0.9,2.5
11549,75.5,9.5,28,23.7,92.9,0.6,0.5,82.1,13,30.1,23.6,91,0.9,2.5,83.9,0.2,26,23.6,92,0.8,0
11550,82.1,13,30.1,23.6,91,0.9,2.5,83.9,0.2,26,23.6,92,0.8,0,76.7,14,27,23.1,93,0.9,0
11551,83.9,0.2,26,23.6,92,0.8,0,76.7,14,27,23.1,93,0.9,0,161.7,16,24.8,22.4,93.4,1.1,0
11552,76.7,14,27,23.1,93,0.9,0,161.7,16,24.8,22.4,93.4,1.1,0,192.7,0,29.7,21,79,1.2,3.3
11553,161.7,16,24.8,22.4,93.4,1.1,0,192.7,0,29.7,21,79,1.2,3.3,131.5,0,28.9,21.1,81,0.9,2
11554,192.7,0,29.7,21,79,1.2,3.3,131.5,0,28.9,21.1,81,0.9,2,107.4,0.3,29.9,21.1,78.8,1,3.9
11555,131.5,0,28.9,21.1,81,0.9,2,107.4,0.3,29.9,21.1,78.8,1,3.9,81.8,0,31.6,20.2,71.3,1.1,10.9
11556,107.4,0.3,29.9,21.1,78.8,1,3.9,81.8,0,31.6,20.2,71.3,1.1,10.9,56.3,0.3,29.8,19.5,76.9,1.2,4.1
11557,81.8,0,31.6,20.2,71.3,1.1,10.9,56.3,0.3,29.8,19.5,76.9,1.2,4.1,57,1.5,28.1,18.9,78.9,1.4,6.6
11558,56.3,0.3,29.8,19.5,76.9,1.2,4.1,57,1.5,28.1,18.9,78.9,1.4,6.6,57.4,0,26.4,18.2,75.1,1.6,3.5
11559,57,1.5,28.1,18.9,78.9,1.4,6.6,57.4,0,26.4,18.2,75.1,1.6,3.5,44.6,0,30.1,17.6,71.4,1.1,8.5
11560,57.4,0,26.4,18.2,75.1,1.6,3.5,44.6,0,30.1,17.6,71.4,1.1,8.5,38.2,0,29.8,20.3,71.1,1.7,4.3
11561,44.6,0,30.1,17.6,71.4,1.1,8.5,38.2,0,29.8,20.3,71.1,1.7,4.3,38.3,0,30.7,20.7,73.3,1.3,7.3
11562,38.2,0,29.8,20.3,71.1,1.7,4.3,38.3,0,30.7,20.7,73.3,1.3,7.3,31.9,0,32.5,22.2,74.1,1,8.9
11563,38.3,0,30.7,20.7,73.3,1.3,7.3,31.9,0,32.5,22.2,74.1,1,8.9,31.9,0,32,23,77.5,0.8,3.6
11564,31.9,0,32.5,22.2,74.1,1,8.9,31.9,0,32,23,77.5,0.8,3.6,25.6,0,30.5,23.9,80.3,1,1.4
11565,31.9,0,32,23,77.5,0.8,3.6,25.6,0,30.5,23.9,80.3,1,1.4,32,0,33.4,21.7,73.1,1.1,8.7
11566,25.6,0,30.5,23.9,80.3,1,1.4,32,0,33.4,21.7,73.1,1.1,8.7,25.5,0,31.7,20.3,76.1,1.2,7.8
11567,32,0,33.4,21.7,73.1,1.1,8.7,25.5,0,31.7,20.3,76.1,1.2,7.8,19.3,0,30.5,20.3,71,2.1,8.8
11568,25.5,0,31.7,20.3,76.1,1.2,7.8,19.3,0,30.5,20.3,71,2.1,8.8,24.7,0,28.1,18.7,63,2.3,6.1
11569,19.3,0,30.5,20.3,71,2.1,8.8,24.7,0,28.1,18.7,63,2.3,6.1,18.3,0,27.2,17.8,58.6,2,6
11570,24.7,0,28.1,18.7,63,2.3,6.1,18.3,0,27.2,17.8,58.6,2,6,31,0,29.3,17.4,67.3,1,9
11571,18.3,0,27.2,17.8,58.6,2,6,31,0,29.3,17.4,67.3,1,9,31,0,28.6,16.4,69,1.3,8.6
11572,31,0,29.3,17.4,67.3,1,9,31,0,28.6,16.4,69,1.3,8.6,18.3,0,26.4,13.8,70.1,0.9,4.8
11573,31,0,28.6,16.4,69,1.3,8.6,18.3,0,26.4,13.8,70.1,0.9,4.8,18.4,0.4,25.5,17.5,72.1,1.1,3.5
11574,18.3,0,26.4,13.8,70.1,0.9,4.8,18.4,0.4,25.5,17.5,72.1,1.1,3.5,24.7,3,19.5,16.8,89.9,0.6,0
11575,18.4,0.4,25.5,17.5,72.1,1.1,3.5,24.7,3,19.5,16.8,89.9,0.6,0,24.7,0,24.2,17.1,78.1,1.3,0.7
11576,24.7,3,19.5,16.8,89.9,0.6,0,24.7,0,24.2,17.1,78.1,1.3,0.7,34.3,4,21.1,18.4,89.4,1.6,0
11577,24.7,0,24.2,17.1,78.1,1.3,0.7,34.3,4,21.1,18.4,89.4,1.6,0,69,0,26,19.9,79.5,0.6,1.3
11578,34.3,4,21.1,18.4,89.4,1.6,0,69,0,26,19.9,79.5,0.6,1.3,31,0.2,29.4,20.1,72.5,1.1,6.2
11579,69,0,26,19.9,79.5,0.6,1.3,31,0.2,29.4,20.1,72.5,1.1,6.2,31,0,28.5,19.7,78.8,0.9,3.6
11580,31,0.2,29.4,20.1,72.5,1.1,6.2,31,0,28.5,19.7,78.8,0.9,3.6,23.9,0,30.7,20.7,76.8,1.1,6.6
11581,31,0,28.5,19.7,78.8,0.9,3.6,23.9,0,30.7,20.7,76.8,1.1,6.6,24.1,0,29.9,20.1,79.3,1,3.6
11582,23.9,0,30.7,20.7,76.8,1.1,6.6,24.1,0,29.9,20.1,79.3,1,3.6,21.2,14,29,19.3,78.1,1.9,1.3
11583,24.1,0,29.9,20.1,79.3,1,3.6,21.2,14,29,19.3,78.1,1.9,1.3,37.3,13,22.9,16.7,69.9,2.7,1.5
11584,21.2,14,29,19.3,78.1,1.9,1.3,37.3,13,22.9,16.7,69.9,2.7,1.5,43.6,0.4,17.4,12.2,66.6,1.8,0
11585,37.3,13,22.9,16.7,69.9,2.7,1.5,43.6,0.4,17.4,12.2,66.6,1.8,0,31.1,0,20.2,9.1,65.1,1.9,6
11586,43.6,0.4,17.4,12.2,66.6,1.8,0,31.1,0,20.2,9.1,65.1,1.9,6,24.7,0,22.4,10.1,65.6,1.7,8.7
11587,31.1,0,20.2,9.1,65.1,1.9,6,24.7,0,22.4,10.1,65.6,1.7,8.7,18.4,0,24,8.5,69.8,0.9,9
11588,24.7,0,22.4,10.1,65.6,1.7,8.7,18.4,0,24,8.5,69.8,0.9,9,18.4,0,23.9,9.8,70.4,0.7,8.1
11589,18.4,0,24,8.5,69.8,0.9,9,18.4,0,23.9,9.8,70.4,0.7,8.1,12,0,24.9,10.5,71.5,0.9,7.8
11590,18.4,0,23.9,9.8,70.4,0.7,8.1,12,0,24.9,10.5,71.5,0.9,7.8,24.6,0,25,11.2,75,0.8,7.3
11591,12,0,24.9,10.5,71.5,0.9,7.8,24.6,0,25,11.2,75,0.8,7.3,12.2,0,26.5,11.7,73.3,0.8,7.7
11592,24.6,0,25,11.2,75,0.8,7.3,12.2,0,26.5,11.7,73.3,0.8,7.7,11.6,0,27.7,11.1,63,1.2,10.8
11593,12.2,0,26.5,11.7,73.3,0.8,7.7,11.6,0,27.7,11.1,63,1.2,10.8,11.1,0,21.7,9.5,75.6,0.8,1
11594,11.6,0,27.7,11.1,63,1.2,10.8,11.1,0,21.7,9.5,75.6,0.8,1,36.3,29.5,17.4,15,91.4,0.7,0.1
11595,11.1,0,21.7,9.5,75.6,0.8,1,36.3,29.5,17.4,15,91.4,0.7,0.1,30.1,0,19.7,8.9,62.8,1.5,10.9
11596,36.3,29.5,17.4,15,91.4,0.7,0.1,30.1,0,19.7,8.9,62.8,1.5,10.9,18.4,0,18,5.6,73,1.1,8
11597,30.1,0,19.7,8.9,62.8,1.5,10.9,18.4,0,18,5.6,73,1.1,8,24.8,0,17.8,4.4,69.4,1,8.3
11598,18.4,0,18,5.6,73,1.1,8,24.8,0,17.8,4.4,69.4,1,8.3,12.1,0,19.6,3.8,68.5,0.7,9.2
11599,24.8,0,17.8,4.4,69.4,1,8.3,12.1,0,19.6,3.8,68.5,0.7,9.2,6.1,0,20.4,5.5,70,0.9,7.5
11600,12.1,0,19.6,3.8,68.5,0.7,9.2,6.1,0,20.4,5.5,70,0.9,7.5,12.3,0,21.4,9.6,70.6,0.8,7.8
11601,6.1,0,20.4,5.5,70,0.9,7.5,12.3,0,21.4,9.6,70.6,0.8,7.8,6.1,0,21.2,9.1,64.1,1.6,8.6
11602,12.3,0,21.4,9.6,70.6,0.8,7.8,6.1,0,21.2,9.1,64.1,1.6,8.6,12.4,0,20.6,5.8,71.8,0.8,8.1
11603,6.1,0,21.2,9.1,64.1,1.6,8.6,12.4,0,20.6,5.8,71.8,0.8,8.1,5.1,0,21.5,7.9,76.6,0.7,6.5
11604,12.4,0,20.6,5.8,71.8,0.8,8.1,5.1,0,21.5,7.9,76.6,0.7,6.5,11.3,0,19.6,7.8,81.8,0.5,3.2
11605,5.1,0,21.5,7.9,76.6,0.7,6.5,11.3,0,19.6,7.8,81.8,0.5,3.2,11.2,0,20.7,10.1,83.6,0.6,4.1
11606,11.3,0,19.6,7.8,81.8,0.5,3.2,11.2,0,20.7,10.1,83.6,0.6,4.1,11.2,0,21.9,10.3,77.4,1,6.1
11607,11.2,0,20.7,10.1,83.6,0.6,4.1,11.2,0,21.9,10.3,77.4,1,6.1,5,0,16.8,7.6,84.9,0.5,0
11608,11.2,0,21.9,10.3,77.4,1,6.1,5,0,16.8,7.6,84.9,0.5,0,11.2,0,21.3,8.4,79.8,0.8,6.2
11609,5,0,16.8,7.6,84.9,0.5,0,11.2,0,21.3,8.4,79.8,0.8,6.2,11.5,5.5,15.2,10.9,89.4,0.7,0
11610,11.2,0,21.3,8.4,79.8,0.8,6.2,11.5,5.5,15.2,10.9,89.4,0.7,0,23.8,11.5,16.1,10.7,87.1,1,0
11611,11.5,5.5,15.2,10.9,89.4,0.7,0,23.8,11.5,16.1,10.7,87.1,1,0,11.3,3.5,19.2,10,64.8,2.3,2.8
11612,23.8,11.5,16.1,10.7,87.1,1,0,11.3,3.5,19.2,10,64.8,2.3,2.8,17.6,0,16.4,3.4,55.1,1.7,9.9
11613,11.3,3.5,19.2,10,64.8,2.3,2.8,17.6,0,16.4,3.4,55.1,1.7,9.9,11.4,0,16.5,-0.2,64.5,0.6,9
11614,17.6,0,16.4,3.4,55.1,1.7,9.9,11.4,0,16.5,-0.2,64.5,0.6,9,11.3,0,20.3,1,67.5,0.6,8.7
11615,11.4,0,16.5,-0.2,64.5,0.6,9,11.3,0,20.3,1,67.5,0.6,8.7,5,0,19.9,4.6,75.1,0.6,7.3
11616,11.3,0,20.3,1,67.5,0.6,8.7,5,0,19.9,4.6,75.1,0.6,7.3,11.5,0,20.6,7.8,71.1,1.3,3.6
11617,5,0,19.9,4.6,75.1,0.6,7.3,11.5,0,20.6,7.8,71.1,1.3,3.6,11.4,0,19.9,10.1,72.6,1,0
11618,11.5,0,20.6,7.8,71.1,1.3,3.6,11.4,0,19.9,10.1,72.6,1,0,5.3,0.2,18.9,8.3,83.5,0.6,0
11619,11.4,0,19.9,10.1,72.6,1,0,5.3,0.2,18.9,8.3,83.5,0.6,0,11.3,0.4,15.3,8.9,77.5,1.6,0
11620,5.3,0.2,18.9,8.3,83.5,0.6,0,11.3,0.4,15.3,8.9,77.5,1.6,0,11.3,0,12.7,1.7,55,1.4,7.8
11621,11.3,0.4,15.3,8.9,77.5,1.6,0,11.3,0,12.7,1.7,55,1.4,7.8,17.7,0,14.2,-1.2,66.9,0.6,6.8
11622,11.3,0,12.7,1.7,55,1.4,7.8,17.7,0,14.2,-1.2,66.9,0.6,6.8,5.2,0,18.7,2.2,66.4,0.5,7.6
11623,17.7,0,14.2,-1.2,66.9,0.6,6.8,5.2,0,18.7,2.2,66.4,0.5,7.6,0,0,19.7,7.6,65.4,0.5,5.9
11624,5.2,0,18.7,2.2,66.4,0.5,7.6,0,0,19.7,7.6,65.4,0.5,5.9,10.7,2.5,12.7,7.9,88.6,0.5,0
11625,0,0,19.7,7.6,65.4,0.5,5.9,10.7,2.5,12.7,7.9,88.6,0.5,0,11.5,0,20.4,8.3,77.8,0.8,6.2
11626,10.7,2.5,12.7,7.9,88.6,0.5,0,11.5,0,20.4,8.3,77.8,0.8,6.2,11.5,0,19.9,4.9,74,0.6,6.8
11627,11.5,0,20.4,8.3,77.8,0.8,6.2,11.5,0,19.9,4.9,74,0.6,6.8,5.2,0,21.2,5,68.3,0.5,9.2
11628,11.5,0,19.9,4.9,74,0.6,6.8,5.2,0,21.2,5,68.3,0.5,9.2,11.4,0,22.2,9.2,62.5,0.8,6.4
11629,5.2,0,21.2,5,68.3,0.5,9.2,11.4,0,22.2,9.2,62.5,0.8,6.4,11.3,0,22.6,6,70,0.8,9
11630,11.4,0,22.2,9.2,62.5,0.8,6.4,11.3,0,22.6,6,70,0.8,9,5.4,0,20.6,10.5,76.5,0.9,1.1
11631,11.3,0,22.6,6,70,0.8,9,5.4,0,20.6,10.5,76.5,0.9,1.1,17.8,0.2,24.8,14.7,72,1.5,5.7
11632,5.4,0,20.6,10.5,76.5,0.9,1.1,17.8,0.2,24.8,14.7,72,1.5,5.7,16.2,17,18.1,12.5,82.4,1.7,0
11633,17.8,0.2,24.8,14.7,72,1.5,5.7,16.2,17,18.1,12.5,82.4,1.7,0,29.9,0,18.2,10.9,80.8,0.5,2
11634,16.2,17,18.1,12.5,82.4,1.7,0,29.9,0,18.2,10.9,80.8,0.5,2,17.7,0,17.6,8.2,71.6,1.4,2.8
11635,29.9,0,18.2,10.9,80.8,0.5,2,17.7,0,17.6,8.2,71.6,1.4,2.8,23.8,2.5,15.9,10,77.9,1.2,2.4
11636,17.7,0,17.6,8.2,71.6,1.4,2.8,23.8,2.5,15.9,10,77.9,1.2,2.4,11.5,0,15.1,6,76.4,0.7,4.6
11637,23.8,2.5,15.9,10,77.9,1.2,2.4,11.5,0,15.1,6,76.4,0.7,4.6,17.6,1,13.4,7.8,84.8,0.5,0
11638,11.5,0,15.1,6,76.4,0.7,4.6,17.6,1,13.4,7.8,84.8,0.5,0,11.4,0,15.1,7.9,75.3,1,3.8
11639,17.6,1,13.4,7.8,84.8,0.5,0,11.4,0,15.1,7.9,75.3,1,3.8,11.5,0,15.4,5.8,57.3,1.5,4.5
11640,11.4,0,15.1,7.9,75.3,1,3.8,11.5,0,15.4,5.8,57.3,1.5,4.5,5.3,0,11.9,-0.5,58.9,0.9,8.4
11641,11.5,0,15.4,5.8,57.3,1.5,4.5,5.3,0,11.9,-0.5,58.9,0.9,8.4,17.2,0,12.6,-2.6,62.5,0.8,8.5
11642,5.3,0,11.9,-0.5,58.9,0.9,8.4,17.2,0,12.6,-2.6,62.5,0.8,8.5,5.3,0,15.1,0.1,72.1,0.6,4.6
11643,17.2,0,12.6,-2.6,62.5,0.8,8.5,5.3,0,15.1,0.1,72.1,0.6,4.6,17.5,0.3,13.2,5.7,78.9,0.6,0
11644,5.3,0,15.1,0.1,72.1,0.6,4.6,17.5,0.3,13.2,5.7,78.9,0.6,0,5.5,5,11.3,7.3,91.8,0.6,0
11645,17.5,0.3,13.2,5.7,78.9,0.6,0,5.5,5,11.3,7.3,91.8,0.6,0,11.7,0.3,16.1,4.9,69.3,1.8,4.4
11646,5.5,5,11.3,7.3,91.8,0.6,0,11.7,0.3,16.1,4.9,69.3,1.8,4.4,11.4,0,4.9,-2.4,36.4,2.7,8.5
11647,11.7,0.3,16.1,4.9,69.3,1.8,4.4,11.4,0,4.9,-2.4,36.4,2.7,8.5,5.6,0,6.5,-6.7,53.1,0.9,8.4
11648,11.4,0,4.9,-2.4,36.4,2.7,8.5,5.6,0,6.5,-6.7,53.1,0.9,8.4,5.4,0,5.4,-2.2,61,0.5,0
11649,5.6,0,6.5,-6.7,53.1,0.9,8.4,5.4,0,5.4,-2.2,61,0.5,0,11.8,5,6.4,-1.9,69.6,2.2,1.9
11650,5.4,0,5.4,-2.2,61,0.5,0,11.8,5,6.4,-1.9,69.6,2.2,1.9,5.6,0,3.3,-6.5,46,1.9,8.1
11651,11.8,5,6.4,-1.9,69.6,2.2,1.9,5.6,0,3.3,-6.5,46,1.9,8.1,3.3,0,7.1,-7.1,68.5,0.7,8.1
11652,5.6,0,3.3,-6.5,46,1.9,8.1,3.3,0,7.1,-7.1,68.5,0.7,8.1,5.6,0,3,-3.3,81,0.5,0
11653,3.3,0,7.1,-7.1,68.5,0.7,8.1,5.6,0,3,-3.3,81,0.5,0,11.6,1.5,8.6,3.1,89.1,0.4,0
11654,5.6,0,3,-3.3,81,0.5,0,11.6,1.5,8.6,3.1,89.1,0.4,0,7.1,1.5,14.6,8.5,94.4,0.4,0.2
11655,11.6,1.5,8.6,3.1,89.1,0.4,0,7.1,1.5,14.6,8.5,94.4,0.4,0.2,26.1,16,11.7,6.7,92,1.3,0
11656,7.1,1.5,14.6,8.5,94.4,0.4,0.2,26.1,16,11.7,6.7,92,1.3,0,49.9,32.5,6.8,2,84.1,2.7,0
11657,26.1,16,11.7,6.7,92,1.3,0,49.9,32.5,6.8,2,84.1,2.7,0,32,0,6.8,2.6,64.9,2,2.2
11658,49.9,32.5,6.8,2,84.1,2.7,0,32,0,6.8,2.6,64.9,2,2.2,19.7,0,7.4,2.2,70,1.8,0.1
11659,32,0,6.8,2.6,64.9,2,2.2,19.7,0,7.4,2.2,70,1.8,0.1,31.8,11,6.9,2.5,88.4,1.1,0.5
11660,19.7,0,7.4,2.2,70,1.8,0.1,31.8,11,6.9,2.5,88.4,1.1,0.5,29.4,0,6.5,-2.7,72.6,1.3,6.6
11661,31.8,11,6.9,2.5,88.4,1.1,0.5,29.4,0,6.5,-2.7,72.6,1.3,6.6,54.7,0,4.8,-5.7,68.9,0.5,7.4
11662,29.4,0,6.5,-2.7,72.6,1.3,6.6,54.7,0,4.8,-5.7,68.9,0.5,7.4,19.6,0,7,-2,72.5,0.5,4.5
11663,54.7,0,4.8,-5.7,68.9,0.5,7.4,19.6,0,7,-2,72.5,0.5,4.5,13.6,0,5.5,-1.2,75.4,0.5,0
11664,19.6,0,7,-2,72.5,0.5,4.5,13.6,0,5.5,-1.2,75.4,0.5,0,25.8,2.4,5,-2.6,80.5,1.1,4.9
11665,13.6,0,5.5,-1.2,75.4,0.5,0,25.8,2.4,5,-2.6,80.5,1.1,4.9,56.3,0.9,-0.6,-5.3,80.5,1.1,0
11666,25.8,2.4,5,-2.6,80.5,1.1,4.9,56.3,0.9,-0.6,-5.3,80.5,1.1,0,7.8,0,6.1,-5.5,69.3,1.4,5.3
11667,56.3,0.9,-0.6,-5.3,80.5,1.1,0,7.8,0,6.1,-5.5,69.3,1.4,5.3,13.8,0,7.8,-3.4,72.5,0.9,5.4
11668,7.8,0,6.1,-5.5,69.3,1.4,5.3,13.8,0,7.8,-3.4,72.5,0.9,5.4,13.8,0,5.4,-6.5,71.3,0.5,7
11669,13.8,0,7.8,-3.4,72.5,0.9,5.4,13.8,0,5.4,-6.5,71.3,0.5,7,7.9,0,3.5,-5.9,77.8,0.9,1.6
11670,13.8,0,5.4,-6.5,71.3,0.5,7,7.9,0,3.5,-5.9,77.8,0.9,1.6,13.6,0,1.2,-6.4,42.4,1.8,7.7
11671,7.9,0,3.5,-5.9,77.8,0.9,1.6,13.6,0,1.2,-6.4,42.4,1.8,7.7,8,0,-2.4,-9.4,35.1,2,7.8
11672,13.6,0,1.2,-6.4,42.4,1.8,7.7,8,0,-2.4,-9.4,35.1,2,7.8,9.4,0,-1.8,-13.7,56.1,0.9,7.8
11673,8,0,-2.4,-9.4,35.1,2,7.8,9.4,0,-1.8,-13.7,56.1,0.9,7.8,8.2,0,1.8,-11.1,63.3,0.8,7.7
11674,9.4,0,-1.8,-13.7,56.1,0.9,7.8,8.2,0,1.8,-11.1,63.3,0.8,7.7,14.1,0,2.7,-12.4,62,0.6,7.7
11675,8.2,0,1.8,-11.1,63.3,0.8,7.7,14.1,0,2.7,-12.4,62,0.6,7.7,8.3,0,3,-10.9,68.1,0.5,7.6
11676,14.1,0,2.7,-12.4,62,0.6,7.7,8.3,0,3,-10.9,68.1,0.5,7.6,8.3,0.1,0.8,-6.2,83.5,0.6,0.4
11677,8.3,0,3,-10.9,68.1,0.5,7.6,8.3,0.1,0.8,-6.2,83.5,0.6,0.4,14.7,0,-0.2,-11.1,39.5,2.3,7.8
11678,8.3,0.1,0.8,-6.2,83.5,0.6,0.4,14.7,0,-0.2,-11.1,39.5,2.3,7.8,0,1,-0.9,-14.9,59.5,0.7,7.8
11679,14.7,0,-0.2,-11.1,39.5,2.3,7.8,0,1,-0.9,-14.9,59.5,0.7,7.8,8.4,0.6,-1.7,-9.7,57.3,1.9,6.9
11680,0,1,-0.9,-14.9,59.5,0.7,7.8,8.4,0.6,-1.7,-9.7,57.3,1.9,6.9,8.6,0,-2.5,-15.1,51.8,1.6,7.7
11681,8.4,0.6,-1.7,-9.7,57.3,1.9,6.9,8.6,0,-2.5,-15.1,51.8,1.6,7.7,9.3,0,-1.7,-16.3,53.9,0.8,7.9
11682,8.6,0,-2.5,-15.1,51.8,1.6,7.7,9.3,0,-1.7,-16.3,53.9,0.8,7.9,2.8,0,-0.9,-14.4,60.9,0.5,7.3
11683,9.3,0,-1.7,-16.3,53.9,0.8,7.9,2.8,0,-0.9,-14.4,60.9,0.5,7.3,2.7,0.6,-1.7,-9.2,82.8,0.5,0
11684,2.8,0,-0.9,-14.4,60.9,0.5,7.3,2.7,0.6,-1.7,-9.2,82.8,0.5,0,8.7,0,2.1,-6.8,83.4,0.5,4.4
11685,2.7,0.6,-1.7,-9.2,82.8,0.5,0,8.7,0,2.1,-6.8,83.4,0.5,4.4,8.7,0,-0.2,-8.5,86.1,0.8,3.5
11686,8.7,0,2.1,-6.8,83.4,0.5,4.4,8.7,0,-0.2,-8.5,86.1,0.8,3.5,0,0,-3.4,-9.3,88.5,0.6,0
11687,8.7,0,-0.2,-8.5,86.1,0.8,3.5,0,0,-3.4,-9.3,88.5,0.6,0,8.9,0.2,0.7,-9.5,76,1.2,2.8
11688,0,0,-3.4,-9.3,88.5,0.6,0,8.9,0.2,0.7,-9.5,76,1.2,2.8,15.3,0,-2.1,-12.5,78.1,0.7,3.9
11689,8.9,0.2,0.7,-9.5,76,1.2,2.8,15.3,0,-2.1,-12.5,78.1,0.7,3.9,3.9,0.1,-1.8,-10.6,77,1.3,2
11690,15.3,0,-2.1,-12.5,78.1,0.7,3.9,3.9,0.1,-1.8,-10.6,77,1.3,2,3.2,0,-3.6,-12.1,64.8,1.5,6.6
11691,3.9,0.1,-1.8,-10.6,77,1.3,2,3.2,0,-3.6,-12.1,64.8,1.5,6.6,3.1,0,-1.1,-15,64.1,0.8,7.7
11692,3.2,0,-3.6,-12.1,64.8,1.5,6.6,3.1,0,-1.1,-15,64.1,0.8,7.7,9.1,0,1.9,-11.8,61.3,0.7,7.9
11693,3.1,0,-1.1,-15,64.1,0.8,7.7,9.1,0,1.9,-11.8,61.3,0.7,7.9,3.7,0,2.1,-13,65.6,0.6,7.9
11694,9.1,0,1.9,-11.8,61.3,0.7,7.9,3.7,0,2.1,-13,65.6,0.6,7.9,3.5,0,-0.9,-10.7,70.3,0.5,1.2
11695,3.7,0,2.1,-13,65.6,0.6,7.9,3.5,0,-0.9,-10.7,70.3,0.5,1.2,3.4,0,3.3,-7.8,69,0.9,6.2
11696,3.5,0,-0.9,-10.7,70.3,0.5,1.2,3.4,0,3.3,-7.8,69,0.9,6.2,3.6,0,2.2,-10.6,65.3,1,7.2
11697,3.4,0,3.3,-7.8,69,0.9,6.2,3.6,0,2.2,-10.6,65.3,1,7.2,9.5,0,-0.9,-12.5,58.1,1.1,7.9
11698,3.6,0,2.2,-10.6,65.3,1,7.2,9.5,0,-0.9,-12.5,58.1,1.1,7.9,5.5,0.1,-1.3,-15.6,71,1,5.8
11699,9.5,0,-0.9,-12.5,58.1,1.1,7.9,5.5,0.1,-1.3,-15.6,71,1,5.8,7.2,0,3.7,-7.9,64.1,1,5.3
11700,5.5,0.1,-1.3,-15.6,71,1,5.8,7.2,0,3.7,-7.9,64.1,1,5.3,4.6,0,3,-12.3,57.5,1.1,8
11701,7.2,0,3.7,-7.9,64.1,1,5.3,4.6,0,3,-12.3,57.5,1.1,8,6,0,1.5,-9.8,66.5,0.5,5.4
11702,4.6,0,3,-12.3,57.5,1.1,8,6,0,1.5,-9.8,66.5,0.5,5.4,3.8,0,7.1,-10.4,65.1,0.8,7.7
11703,6,0,1.5,-9.8,66.5,0.5,5.4,3.8,0,7.1,-10.4,65.1,0.8,7.7,8.8,0,7,-3.6,73.9,0.5,3.1
11704,3.8,0,7.1,-10.4,65.1,0.8,7.7,8.8,0,7,-3.6,73.9,0.5,3.1,2.8,0,3.9,-6.8,80.5,0.5,3.5
11705,8.8,0,7,-3.6,73.9,0.5,3.1,2.8,0,3.9,-6.8,80.5,0.5,3.5,9.4,0,8.1,-3.2,67.8,2,1.5
11706,2.8,0,3.9,-6.8,80.5,0.5,3.5,9.4,0,8.1,-3.2,67.8,2,1.5,8.5,0,7.2,0.4,66,1.4,0
11707,9.4,0,8.1,-3.2,67.8,2,1.5,8.5,0,7.2,0.4,66,1.4,0,5.5,0,4.7,-1.3,78.8,0.6,0
11708,8.5,0,7.2,0.4,66,1.4,0,5.5,0,4.7,-1.3,78.8,0.6,0,14.4,0,-0.4,-9.9,39.5,1.8,7.9
11709,5.5,0,4.7,-1.3,78.8,0.6,0,14.4,0,-0.4,-9.9,39.5,1.8,7.9,0,0,-4.2,-15.2,40.8,1.5,8.4
11710,14.4,0,-0.4,-9.9,39.5,1.8,7.9,0,0,-4.2,-15.2,40.8,1.5,8.4,14.3,0,-2.6,-16.5,48,1.2,8.2
11711,0,0,-4.2,-15.2,40.8,1.5,8.4,14.3,0,-2.6,-16.5,48,1.2,8.2,2.9,0.3,-3.8,-13,47.1,2,8.5
11712,14.3,0,-2.6,-16.5,48,1.2,8.2,2.9,0.3,-3.8,-13,47.1,2,8.5,2.9,0.7,0.7,-14.2,71.6,0.8,2.1
11713,2.9,0.3,-3.8,-13,47.1,2,8.5,2.9,0.7,0.7,-14.2,71.6,0.8,2.1,3.1,0.4,0.4,-11.7,88.9,0.5,0.2
11714,2.9,0.7,0.7,-14.2,71.6,0.8,2.1,3.1,0.4,0.4,-11.7,88.9,0.5,0.2,8.5,0,1.8,-11.9,67,0.5,6.5
11715,3.1,0.4,0.4,-11.7,88.9,0.5,0.2,8.5,0,1.8,-11.9,67,0.5,6.5,8.5,0,2.8,-11.4,49.9,0.9,8.3
